ID,NAME,AGE,ADDRESS
1190,Perry,26,Bandar Seri Begawan
1191,Ninnetta,26,Chaguanas
1192,Sean,29,Lomé
1193,Rozele,30,Ljubljana
1194,Lynde,30,Port Hedland
1195,Desirae,25,Cotonou
1196,Winny,28,Kolkata
1197,Kimberley,25,São Paulo
1198,Averyl,30,Aarhus
1199,Cristine,30,Jaipur
1200,Jany,26,Timbuktu
1201,Almeta,28,Iloilo City
1202,Carilyn,29,San Antonio
1203,Winifred,25,Dushanbe
1204,Rayna,28,Fort-de-France
1205,Kathy,29,Tijuana
1206,Gratia,29,Serekunda
1207,Aryn,25,Cincinnati
1208,Dede,28,Manama
1209,Kara-Lynn,25,Pelotas
1210,Iseabal,26,Málaga
1211,Rhea,27,Kiev
1212,Valli,29,Luxor
1213,Agnese,26,Jerusalem
1214,Amalie,25,Stepanakert
1215,Nadine,30,Ulan Bator
1216,Florencia,26,Makati City
1217,Ekaterina,27,City of San Marino
1218,Gaylene,27,Seville
1219,Nessie,25,Paris
1220,Fernande,29,Blantyre
1221,Tera,29,Tashkent
1222,Jean,28,Roseau
1223,Tilly,30,Zanzibar City
1224,Cyndie,27,Fukuoka
1225,Stevana,30,Juneau
1226,Gerianna,28,Charlotte Amalie
1227,Melodie,30,Yokohama
1228,Tressa,29,Madrid
1229,Elie,28,Seattle
1230,Bertine,30,Seoul
1231,Raquela,29,Ljubljana
1232,Bobbi,30,Sri Jayawardenapura-Kotte
1233,Kassey,27,Ndola
1234,Gertrud,25,Wuhan
1235,Catharine,29,Malabo
1236,Jenda,26,Beirut
1237,Hollie,26,Agartala
1238,Gretal,30,Chongjin
1239,Addia,30,Bahía Blanca
1240,Anthia,27,Yokohama
1241,Raquela,26,Tirana
1242,Karly,28,Greenwich
1243,Orelia,29,Birmingham
1244,Clementine,30,Port Louis
1245,Fina,26,Siem Reap
1246,Sallie,28,Accra
1247,Miquela,29,Málaga
1248,Desirae,25,Udon Thani
1249,Edee,27,Simferopol
1250,Augustine,29,Tashkent
1251,Elmira,30,Riga
1252,Livvyy,28,Blantyre
1253,Dotty,30,Dalian
1254,Kirbee,29,Konya
1255,Marinna,26,Málaga
1256,Olwen,29,Cebu City
1257,Krystle,29,Jamestown
1258,Aigneis,25,Niamey
1259,Phylis,26,Riverside
1260,Lonnie,29,Asunción
1261,Elvira,25,Mexicali
1262,Ivett,25,Makati City
1263,Cherilyn,30,Kathmandu
1264,Eve,30,Dededo
1265,Leanna,25,Qingdao
1266,Sarette,26,Salzburg
1267,Felice,25,Tiraspol
1268,Anallese,27,Basse-Terre
1269,Allyce,27,Porto Alegre
1270,Blake,29,Managua
1271,Carmencita,26,Adana
1272,Jolyn,25,Lanzhou
1273,Talya,26,Porto
1274,Nadine,27,Shenzhen
1275,Maridel,29,Salzburg
1276,Ebonee,25,Munich
1277,Inga,30,Kolkata
1278,Michaelina,29,Cusco
1279,Theodora,25,Palma
1280,Phylis,26,Kuala Lumpur
1281,Corly,27,Makassar
1282,Meg,25,Chaguanas
1283,Cassondra,25,Cartagena
1284,Marcelline,29,Asunción
1285,Alleen,27,Tashkent
1286,Melanie,27,Dili
1287,Beverley,27,Kano
1288,Kara-Lynn,25,Cotonou
1289,Aeriela,30,Davao City
1290,Rochette,27,Palembang
1291,Rosene,28,Hilo
1292,Codie,30,Kaohsiung
1293,Jeanna,25,Xi'an
1294,Teddie,29,Port-au-Prince
1295,Lelah,25,Auckland
1296,Corly,25,Naples
1297,Amelia,25,Hai Phong
1298,Fred,29,El Aaiún
1299,Jenilee,26,Bratsk
1300,Randa,25,Jaipur
1301,Genovera,26,Medina
1302,Leona,28,São Paulo
1303,Dacia,26,Cairo
1304,Caryl,25,Dushanbe
1305,Annecorinne,30,Nagpur
1306,Madalyn,29,San Antonio
1307,Xylina,29,Kuala Lumpur
1308,Kaia,27,Harbin
1309,Georgetta,29,Pekanbaru
1310,Aurelie,26,Gibraltar
1311,Ida,27,Islamabad
1312,Rubie,28,Hobart
1313,Jaime,25,Bujumbura
1314,Eolanda,26,Chuí
1315,Rosanne,25,Adelaide
1316,Althea,26,Stockholm
1317,Sarette,29,Las Palmas de Gran Canaria
1318,Lory,25,Seattle
1319,Aeriela,28,Kandahar
1320,Laurene,26,Kabul
1321,Mariele,27,Saskatoon
1322,Cherrita,28,Iquitos
1323,Eugine,29,Puebla
1324,Michaelina,26,Ushuaia
1325,Lanae,26,Siem Reap
1326,Marika,25,Nairobi
1327,Pamella,28,San Fernando
1328,Rozele,27,Kathmandu
1329,Lacie,27,Yellowknife
1330,Mara,30,Surat Thani
1331,Juliane,27,Djibouti (city)
1332,Maridel,28,Atlanta
1333,Berta,29,Malacca Town
1334,Jennica,28,Chittagong
1335,Tilly,26,Nairobi
1336,Beverley,26,Dededo
1337,Brana,27,Rockhampton
1338,Jany,30,Malabo
1339,Gale,26,Kandahar
1340,Eve,25,Guadalajara
1341,Flory,25,Vientiane
1342,Chickie,25,Kathmandu
1343,Dorice,28,Anadyr (town)
1344,Shandie,25,Valletta
1345,Annabela,28,Amritsar
1346,Asia,30,Yaoundé
1347,Pollyanna,25,Dalian
1348,Gabi,27,Amritsar
1349,Josephine,25,Makati City
1350,Chickie,27,Hanoi
1351,Sidoney,28,Port Said
1352,Jackie,30,Serekunda
1353,Meg,29,Lanzhou
1354,Glenda,26,Hamburg
1355,Maryellen,27,Pago Pago
1356,Blondelle,25,Brisbane
1357,Rosanne,27,Graz
1358,Corina,26,Faisalabad
1359,Modestia,28,Kinshasa
1360,Justinn,27,Freetown
1361,Kristan,25,Lisbon
1362,Lusa,28,Shijiazhuang
1363,Vevay,28,Ashgabat
1364,Madelle,29,Ljubljana
1365,Addia,28,Lubumbashi
1366,Roxane,27,St. John's
1367,Tilly,29,Los Angeles
1368,Emylee,29,Maracaibo
1369,Sarette,26,Perth
1370,Alia,28,Bratsk
1371,Nananne,26,Stanley
1372,Penelopa,28,Minneapolis
1373,Rhoda,29,Bangalore
1374,Ruthe,29,Yaoundé
1375,Philis,25,Hilo
1376,Heddie,30,Columbus
1377,Jennica,26,Saint Petersburg
1378,Chandra,29,Juneau
1379,Dyann,28,Rabat
1380,Nananne,30,Ambon
1381,Marguerite,25,Bangui
1382,Hettie,30,Casablanca
1383,Leontine,30,Belmopan
1384,Hildegaard,28,Mumbai
1385,Janis,25,Johannesburg
1386,Addia,29,Patna
1387,Misha,26,Okinawa
1388,Ernesta,29,São José dos Campos
1389,Diena,27,Mexicali
1390,Corly,26,Wellington
1391,Maridel,27,Newcastle
1392,Sharai,27,Ambon
1393,Jemie,26,Nagoya
1394,Tressa,25,Bucharest
1395,Tami,29,Maracaibo
1396,Pierette,26,Melbourne
1397,Courtnay,30,Kota Kinabalu
1398,Mathilda,25,New Orleans
1399,Chandra,30,Cairns
1400,Hallie,29,Tamale
1401,Nessie,25,Detroit
1402,Alleen,25,Kanpur
1403,Elvira,28,St. Louis
1404,Beth,26,Lyon
1405,Frieda,25,Bamako
1406,Charissa,26,Birkirkara
1407,Magdalena,28,Tallinn
1408,Candi,30,Willemstad
1409,Amii,28,Beijing
1410,Teriann,26,Lobamba
1411,Theodora,29,Marseille
1412,Cacilie,28,Ambon
1413,Lorie,25,Córdoba
1414,Hildegaard,27,Marrakech
1415,Kimmy,26,Hiroshima
1416,Goldie,27,Sukhumi
1417,Jaclyn,26,Beijing
1418,Candi,29,Valparaíso
1419,Hayley,26,Arequipa
1420,Maridel,25,Hilo
1421,Gwenneth,29,Hagåtña
1422,Brianna,29,Amritsar
1423,Kittie,25,San Fernando
1424,Rhea,29,St. John's
1425,Merrie,29,Chiang Mai
1426,Gabi,28,Srinagar
1427,Candy,30,Francistown
1428,Wynne,26,Thimphu
1429,Elie,30,Qingdao
1430,Annecorinne,26,Medan
1431,Danika,29,Kuwait City
1432,Corene,29,Kinshasa
1433,Deane,30,Invercargill
1434,Tilly,27,Bern
1435,Odessa,30,Kaohsiung
1436,Alyda,25,Okinawa
1437,Merrie,27,Bergen
1438,Donnie,28,Durango
1439,Trixi,29,Stepanakert
1440,Amara,26,Okinawa
1441,Ketti,25,Port Said
1442,Lesly,28,Horta (Azores)
1443,Beth,26,Ürümqi
1444,Shel,29,Dunedin
1445,Kristina,30,Sucre
1446,Angela,30,The Valley
1447,Shel,30,George Town
1448,Gilligan,29,Hanga Roa
1449,Ardys,25,Hamburg
1450,Eve,27,Mamoudzou
1451,Adore,26,Muscat
1452,Halette,28,Chongqing
1453,Angela,30,Manaus
1454,Meriel,29,South Tarawa
1455,Britte,29,Malmö
1456,Nyssa,27,Udon Thani
1457,Wynne,26,Hat Yai
1458,Sidoney,30,Houston
1459,Fina,30,Salzburg
1460,Margalo,25,Punta Arenas
1461,Kirstin,28,Tripoli
1462,Flo,27,Cebu City
1463,Lorenza,26,Surabaya
1464,Kristina,28,Bratsk
1465,Janey,28,Bishkek
1466,Alyssa,30,Kano
1467,Gabi,30,Mamoudzou
1468,Deane,25,Suez
1469,Delilah,26,Wellington
1470,Jolyn,25,Adana
1471,Jolyn,28,Baltimore
1472,Corry,26,Funafuti
1473,Kary,27,Turin
1474,Janis,25,Newcastle
1475,Constance,30,Birmingham
1476,Charlena,25,Adak
1477,Ayn,30,Kota Kinabalu
1478,Selia,25,Dalian
1479,Alia,26,Ulan Bator
1480,Lizzie,30,Barranquilla
1481,Gerianna,29,Tallinn
1482,Inga,28,City of San Marino
1483,Liana,30,Pyongyang
1484,Gerianna,27,Seville
1485,Concettina,30,Denpasar
1486,Amelia,27,Dunedin
1487,Shel,27,Dongguan
1488,Dorthy,29,Valparaíso
1489,Glenda,30,Hamilton
1490,Thalia,30,Tallinn
1491,Gaylene,30,Bogor
1492,Wileen,25,Palma
1493,Elsie,30,Novosibirsk
1494,Winifred,26,Belém
1495,Norine,25,Nagoya
1496,Marcy,26,Tabriz
1497,Dania,29,Riga
1498,Adelle,30,Port of Spain
1499,Gusty,29,Strasbourg
1500,Lusa,26,Lobamba
1501,Margarette,30,Ndola
1502,Morganica,25,Novosibirsk
1503,Dorice,29,Beijing
1504,Ginnie,29,Avarua
1505,Corina,27,Ashgabat
1506,Elie,30,Davao City
1507,Desirae,27,Banda Aceh
1508,Benita,25,Rochester
1509,Olwen,29,Chengdu
1510,Steffane,28,Sitka
1511,Anthia,26,Iquitos
1512,Shirlee,29,Vilnius
1513,Penelopa,30,Bishkek
1514,Marita,29,Berlin
1515,Sarette,27,Lyon
1516,Linet,30,Hai Phong
1517,Tatiania,27,Tokyo
1518,Charissa,29,Montevideo
1519,Tobe,25,Stepanakert
1520,Marcy,29,Chaguanas
1521,Teddie,25,Lagos
1522,Nannie,25,Alofi
1523,Layla,26,Ambon
1524,Millie,26,Raleigh
1525,Jolyn,27,Leeds
1526,Maridel,30,Naypyidaw
1527,Tani,28,Nagoya
1528,Fernande,29,Innsbruck
1529,Danika,27,Belize City
1530,Christal,27,Bilbao
1531,Philis,30,Zapopan
1532,Grier,25,Caracas
1533,Deirdre,29,Hobart
1534,Kathi,30,Nassau
1535,Karly,25,Fortaleza
1536,Lelah,29,Hobart
1537,Steffane,29,Saint John
1538,Melodie,30,Port Said
1539,Candi,27,Norilsk
1540,Edith,28,Lima
1541,Farrah,27,Almaty
1542,Tina,30,Dongguan
1543,Myrtice,29,San Carlos de Bariloche
1544,Gratia,30,Valencia
1545,Judy,27,Nanjing
1546,Janeczka,29,Nakhon Ratchasima
1547,Adele,30,Frankfurt
1548,Adelle,27,Dhaka
1549,Mady,28,Chennai
1550,Benita,29,Sukhumi
1551,Gui,26,Port of Spain
1552,Winny,27,Dushanbe
1553,Teriann,29,Nanning
1554,Lucy,28,Guangzhou
1555,Correy,27,Seattle
1556,Frances,27,Santa Cruz de la Sierra
1557,Chrystel,25,Porto Velho
1558,Abbie,28,Boa Vista
1559,Clary,27,Karachi
1560,Mariele,25,Damascus
1561,Orelia,30,Dhaka
1562,Annecorinne,25,Belmopan
1563,Olivette,27,Zapopan
1564,Camile,28,Hanoi
1565,Georgina,25,Banda Aceh
1566,Ellette,27,Zanzibar City
1567,Angela,25,Austin
1568,Lita,28,Chongjin
1569,Teddie,27,Antofagasta
1570,Ginnie,28,Ashgabat
1571,Marcelline,25,Shijiazhuang
1572,Dania,29,Abidjan
1573,Alex,28,Minsk
1574,Christal,25,Winnipeg
1575,Suzette,30,Saint-Denis
1576,Lulita,30,New York City
1577,Keelia,25,Riyadh
1578,Hyacinthe,28,Accra
1579,Nananne,25,Majuro
1580,Ardeen,25,Guayaquil
1581,Kenna,28,Houston
1582,Hannis,27,Aarhus
1583,Melina,25,Xining
1584,Zia,29,Antofagasta
1585,Stephanie,28,Charlotte
1586,Steffane,27,Gothenburg
1587,Fredericka,26,Koulikoro
1588,Emylee,30,Espoo
1589,Frank,26,Yogyakarta (city)
1590,Ada,25,Chuí
1591,Donetta,28,Luxor
1592,Tatiania,27,Ürümqi
1593,Dulcinea,25,Guadalajara
1594,Mureil,29,Ludhiana
1595,Wanda,26,Hobart
1596,Jackie,27,Juneau
1597,Nadine,28,Petropavlovsk-Kamchatsky
1598,Vinita,30,Mashhad
1599,Shannah,27,Montevideo
1600,Randa,30,Sapporo
1601,Caressa,29,Johannesburg
1602,Mellicent,30,Athens
1603,Carol-Jean,25,Dunedin
1604,Leontine,29,Nanning
1605,Elbertina,25,Tamale
1606,Eugine,27,Hamilton
1607,Ardys,28,Munich
1608,Talya,26,Brisbane
1609,Caritta,25,Ludhiana
1610,Anallese,29,Ponta Delgada
1611,Marnia,30,Vatican City
1612,Benita,26,Mecca
1613,Doro,30,Nashville
1614,Nataline,29,Bridgetown
1615,Odessa,28,Malacca Town
1616,Emmey,27,Paris
1617,Lulita,27,Kaesong
1618,Dode,29,Hobart
1619,Anestassia,30,Saipan
1620,Dulce,29,Saint-Denis
1621,Carree,26,Shijiazhuang
1622,Brietta,26,Saint-Pierre
1623,Sharlene,26,Luxor
1624,Fayre,26,Cockburn Town
1625,Ruthe,25,Dongguan
1626,Jessy,26,Luanda
1627,Nita,29,Bilbao
1628,Sallie,27,Bangalore
1629,Amalie,30,Chengdu
1630,Violet,29,Surabaya
1631,Gloria,29,Tagbilaran
1632,Aili,25,Washington
1633,Randa,26,Wuhan
1634,Lynde,26,Iqaluit
1635,Phedra,28,Arbil
1636,Dode,27,Chaguanas
1637,Evaleen,26,Lomé
1638,Meg,27,Tirana
1639,Nessie,26,Ouagadougou
1640,Lanna,25,Kingston
1641,Mellicent,28,Davao City
1642,Moyna,30,Nassau
1643,Romona,29,Darwin
1644,Dulce,29,Pelotas
1645,Carmencita,26,Siem Reap
1646,Brena,26,San Fernando
1647,Etta,27,Novosibirsk
1648,Drucie,28,Chittagong
1649,Ofilia,30,Kobe
1650,Jessy,25,Hangzhou
1651,Karly,28,Mashhad
1652,Starla,29,Aberdeen
1653,Lily,30,Hai Phong
1654,Aeriela,26,Portland
1655,Giustina,28,Austin
1656,Collen,26,Chengdu
1657,Vivia,29,Pago Pago
1658,Keelia,28,Yogyakarta (city)
1659,Carmencita,30,Multan
1660,Marline,30,Porto Alegre
1661,Corina,29,Sacramento
1662,Jerry,27,Philadelphia
1663,Susan,27,Davao City
1664,Shaylyn,27,Phuket (city)
1665,Layla,28,Berlin
1666,Korrie,28,Saint-Denis
1667,Gaylene,30,Medina
1668,Johna,27,Pune
1669,Shaylyn,27,Copenhagen
1670,Tomasina,29,Conakry
1671,Jasmina,25,Panama City
1672,Tarra,25,Koror
1673,Caressa,29,Labasa
1674,Cassondra,25,Ljubljana
1675,Elbertina,30,Hat Yai
1676,Darci,28,Bangui
1677,Janis,28,Hyderabad
1678,Fernande,29,Dar es Salaam
1679,Mady,26,Managua
1680,Danny,30,Kabul
1681,Isa,30,Sydney
1682,Dulce,29,Omdurman
1683,Yolane,28,Pago Pago
1684,Marcy,27,Tórshavn
1685,Merry,29,Saint-Pierre
1686,Collen,26,Baku
1687,Ann-Marie,27,Glasgow
1688,Jemie,25,Faisalabad
1689,Regina,26,Sucre
1690,Adore,30,Tskhinvali
1691,Jacquetta,29,Cairns
1692,Joceline,28,Antwerp
1693,Lilith,26,Mumbai
1694,Cathyleen,25,Frankfurt
1695,Shell,25,Anchorage
1696,Merrie,28,Liverpool
1697,Bobbi,28,Maseru
1698,Luci,25,Malacca Town
1699,Elie,29,Tamale
1700,Marsiella,27,Manaus
1701,Allyce,29,Indianapolis
1702,Marnia,25,Lagos
1703,Viki,28,Nuuk
1704,Stephanie,28,Petropavlovsk-Kamchatsky
1705,Hannis,27,Karachi
1706,Jeanna,30,Regina
1707,Almeta,28,Santa Cruz de Tenerife
1708,Vita,29,Maputo
1709,Robbi,26,Road Town
1710,Codie,28,Chengdu
1711,Darlleen,27,Astana
1712,Lynde,28,Santiago de Cuba
1713,Philis,28,Maputo
1714,Chastity,25,Qingdao
1715,Kara-Lynn,28,Lyon
1716,Florencia,25,Ushuaia
1717,Jolyn,26,Paramaribo
1718,Vivia,29,Pittsburgh
1719,Gusty,26,Incheon
1720,Renae,29,Kawasaki
1721,Anallese,30,Nassau
1722,Henriette,30,Patna
1723,Marline,25,Vienna
1724,Emmey,30,Tel Aviv
1725,Frank,29,Labasa
1726,Lorne,26,Kathmandu
1727,Harmonia,25,Odessa
1728,Collen,29,Gaborone
1729,Lynea,30,Osaka
1730,Jackie,28,Vilnius
1731,Priscilla,29,Malabo
1732,Louella,29,Leipzig
1733,Aigneis,30,Barcelona
1734,Daphne,30,Detroit
1735,Dorthy,29,Kawasaki
1736,Bee,25,Chuí
1737,Marylou,30,Lahore
1738,Rhoda,30,Yamoussoukro
1739,Benita,29,Balikpapan
1740,Caryl,28,Kota Kinabalu
1741,Lila,27,Dallas
1742,Dulce,30,Jayapura
1743,Keelia,29,Rawalpindi
1744,Ada,26,Manaus
1745,Ira,30,Calgary
1746,Beatriz,27,Wuhan
1747,Dawn,30,Cairns
1748,Adore,25,Minneapolis
1749,Atlanta,30,Athens
1750,Kirbee,26,Yokohama
1751,Chastity,26,Nagoya
1752,Sophia,28,Maceió
1753,Merci,30,Chongqing
1754,Carmela,28,Antananarivo
1755,Alisha,25,Tegucigalpa
1756,Dorice,30,Turin
1757,Bill,26,Suva
1758,Noelle,26,Accra
1759,Reeba,28,Rabat
1760,Tamqrah,26,Porto
1761,Brandise,30,Houston
1762,Yvonne,26,Petropavlovsk-Kamchatsky
1763,Consuela,26,Winnipeg
1764,Daune,30,Tskhinvali
1765,Margarette,26,Bern
1766,Karena,27,Sarajevo
1767,Elena,26,Vitória
1768,Bernardine,25,Concepción
1769,Dede,29,Hobart
1770,Kylynn,27,Antananarivo
1771,Kylynn,28,Douala
1772,Angelique,27,Naples
1773,Merrie,25,Minneapolis
1774,Adele,30,Vientiane
1775,Stephanie,28,Moroni
1776,Shauna,29,Gibraltar
1777,Melodie,26,Hamburg
1778,Xylina,30,Memphis
1779,Carly,26,Damascus
1780,Mallory,28,Guadalajara
1781,Steffane,26,Ahmedabad
1782,Juliane,29,Mashhad
1783,Dari,30,Conakry
1784,Goldie,30,Makassar
1785,Silvana,28,Saskatoon
1786,Kamilah,28,Yogyakarta (city)
1787,Jennica,25,Ludhiana
1788,Maud,28,Damascus
1789,Oralee,25,Athens
1790,Gaylene,30,Chiang Mai
1791,Collen,28,Belgrade
1792,Ninnetta,26,Osaka
1793,Devina,25,Brikama
1794,Mignon,26,Kinshasa
1795,Brooks,28,Tabriz
1796,Leona,29,Dubai
1797,Agathe,27,Vitória
1798,Bobbi,25,Albuquerque
1799,Kenna,25,Simferopol
1800,Nerta,25,San Salvador
1801,Olwen,29,Tegucigalpa
1802,Abbie,25,Bahía Blanca
1803,Averyl,26,Siem Reap
1804,Rayna,28,Salt Lake City
1805,Barbi,30,Christchurch
1806,Marika,27,Munich
1807,Gretal,27,Rawalpindi
1808,Merry,27,Padang
1809,Barbara,30,Monterrey
1810,Hildegaard,27,Bamako
1811,Ursulina,28,Montevideo
1812,Jacenta,25,Mata-Utu
1813,Carlie,30,Taiyuan
1814,Shaylyn,28,Cork (city)
1815,Natka,27,Sana'a
1816,June,27,Tijuana
1817,Moyna,26,Gaza
1818,Dennie,29,Suva
1819,Jere,26,Lviv
1820,Frances,28,Bishkek
1821,Farrah,25,Baltimore
1822,Millie,28,Winnipeg
1823,Anallese,26,Maputo
1824,Elie,29,Brazzaville
1825,Edyth,28,São José dos Campos
1826,Robinia,27,Cleveland
1827,Collen,25,Sydney
1828,Janis,28,Maceió
1829,Althea,28,Dunedin
1830,Leeanne,27,Tagbilaran
1831,Wileen,30,Prague
1832,Emmey,29,Jersey City
1833,Averyl,28,Adana
1834,Christy,30,Malmö
1835,Jaclyn,26,Punta Arenas
1836,Donetta,27,Seattle
1837,Mariele,30,Bergen
1838,Delilah,29,Wichita
1839,Kimberley,25,Muscat
1840,Wileen,30,Simferopol
1841,Glynnis,28,Valencia
1842,Fanny,29,Alofi
1843,Britni,29,Gaza
1844,Heida,25,Tabriz
1845,Corina,28,Addis Ababa
1846,Shaylyn,26,Bratislava
1847,Hope,29,Batticaloa
1848,Gisela,29,Port Vila
1849,Merle,26,Detroit
1850,Georgetta,28,Naypyidaw
1851,Vanessa,29,Andorra la Vella
1852,Korrie,30,Tripoli
1853,Elfreda,26,Weno
1854,Adore,26,Toronto
1855,Lacie,25,Bogotá
1856,Anallese,29,Philadelphia
1857,Linzy,25,San Fernando
1858,Silvana,30,Valletta
1859,Giustina,26,Barcelona
1860,Annabela,30,Ilhéus
1861,Cassandra,29,Wichita
1862,Cassondra,26,Hanoi
1863,Di,28,Frankfurt
1864,Madalyn,28,Rochester
1865,Chandra,30,Belize City
1866,Ilse,30,Banjul
1867,Cathyleen,30,Macau
1868,Margalo,27,Shijiazhuang
1869,Ebonee,25,Phoenix
1870,Rivalee,28,Ürümqi
1871,Meg,27,Algiers
